0.3218	0.6781	0.4596	-0.4748	
0.0266	0.038	-0.8183	-0.573	
0.0	-0.244	0.9698	0.0	
0.0215	-0.8186	-0.0306	-0.5732	
0.5486	-0.7835	0.2392	-0.1675	
0.0	-0.9999	0.0121	0.0	
0.6265	0.0	0.0	0.7794	
0.0599	0.8147	0.0855	-0.5704	
0.1736	-0.7807	0.248	0.5467	
0.57	-0.8141	-0.0908	0.0636	
0.5516	0.7878	-0.2246	-0.1573	
0.5255	-0.7505	0.3282	-0.2298	
0.2812	0.714	0.4016	-0.4999	
0.0	0.0357	0.9994	-0.0	
0.0	0.9686	-0.2487	0.0	
0.0071	0.8191	-0.0102	0.5735	
0.3487	-0.6504	0.498	0.4554	
0.3607	0.6369	0.5152	-0.4459	
0.0432	-0.8168	-0.0617	-0.5719	
0.3467	-0.4952	-0.6526	0.4569	
0.2899	0.7069	0.414	-0.4949	
0.4702	0.4691	0.6716	-0.3284	
0.1773	-0.779	-0.2532	-0.5455	
0.2256	-0.3221	0.7532	-0.5274	
0.5608	-0.8009	0.1719	-0.1204	
0.5734	-0.0218	0.8189	0.0153	
0.2204	0.7562	0.3148	-0.5295	
0.5734	-0.0213	0.8189	0.0149	
0.2867	-0.4095	-0.7095	0.4968	
0.5224	0.3381	0.7461	-0.2368	
0.3392	0.6606	-0.4844	0.4625	
0.5357	-0.2925	-0.7651	-0.2048	
0.9293	0.0	0.0	0.3694	
0.7409	0.0	0.0	0.6716	
0.532	0.7598	0.3062	0.2144	
0.3577	0.6404	0.5108	-0.4484	
0.3096	0.6896	-0.4421	0.4829	
0.2517	0.3595	-0.736	-0.5154	
0.3187	0.6811	0.4551	-0.4769	
0.0	0.8938	0.4485	0.0	
0.4398	-0.6281	0.5259	-0.3682	
0.2004	0.7676	0.2862	-0.5374	
0.9715	-0.0	0.0	-0.2372	
0.5714	0.8161	0.0706	0.0494	
0.2652	0.3788	0.7263	0.5086	
0.0	0.8644	-0.5028	0.0	
0.0	-0.9003	0.4353	-0.0	
0.6154	0.0	0.0	-0.7882	
0.3989	0.5697	0.5886	0.4121	
0.5672	-0.8101	-0.1218	0.0853	
0.1945	0.7706	-0.2777	0.5396	
0.027	-0.8182	0.0386	0.5729	
0.3282	-0.6718	0.4688	0.4704	
0.0	-0.4686	-0.8834	-0.0	
0.519	-0.3486	-0.7413	-0.2441	
0.2524	-0.7356	-0.3605	-0.5151	
0.3615	-0.5163	-0.636	0.4453	
0.042	0.06	0.817	0.572	
0.0	0.812	0.5836	0.0	
0.0	-0.0814	0.9967	0.0	
0.3025	0.696	0.432	-0.4873	
0.0	0.4913	0.871	0.0	
0.0202	0.8187	0.0288	-0.5732	
0.2808	-0.7142	-0.4011	-0.5001	
0.9662	0.0	-0.0	-0.2577	
