0.0205	0.0205	0.7068	0.7068	
0.0	-0.5507	-0.8347	-0.0	
0.7048	-0.0565	0.7048	0.0565	
0.6885	0.6885	-0.1611	-0.1611	
0.6109	0.6109	-0.3562	-0.3562	
0.5669	-0.5669	-0.4226	0.4226	
0.0	-0.8231	-0.5679	-0.0	
0.7051	0.0533	-0.7051	0.0533	
0.7031	0.7031	-0.0756	-0.0756	
0.5105	0.5105	0.4893	0.4893	
0.2711	0.0	0.0	-0.9625	
0.1427	0.0	-0.0	-0.9898	
0.6957	0.6957	-0.1265	-0.1265	
0.4181	-0.4181	-0.5702	0.5702	
0.0	-0.1236	0.9923	-0.0	
0.6502	0.6502	0.278	0.278	
0.0	0.2064	0.9785	-0.0	
0.4768	0.5221	0.4768	-0.5221	
0.3224	0.3224	0.6293	0.6293	
0.585	0.0	-0.0	-0.811	
0.806	-0.0	-0.0	0.5919	
0.6658	0.2382	-0.6658	0.2382	
0.0	0.9801	0.1984	0.0	
0.5617	-0.5617	-0.4295	0.4295	
0.7005	0.0962	-0.7005	0.0962	
0.1805	0.6837	0.1805	-0.6837	
0.5018	0.4982	0.5018	-0.4982	
0.1481	0.1481	0.6914	0.6914	
0.6556	-0.2649	-0.6556	-0.2649	
0.0	0.3494	-0.937	0.0	
0.6687	0.2299	0.6687	-0.2299	
0.0	-0.8848	-0.466	-0.0	
0.2588	-0.0	-0.0	-0.9659	
0.6243	-0.332	0.6243	0.332	
0.683	-0.683	-0.1832	0.1832	
0.4394	0.4394	0.554	0.554	
0.1202	-0.1202	-0.6968	0.6968	
0.0	0.8589	0.5122	0.0	
0.0	-0.6852	0.7283	0.0	
0.2876	-0.0	-0.0	0.9578	
0.4347	0.0302	0.0027	-0.9001	
0.2209	0.0	-0.0	-0.9753	
0.5569	0.5569	0.4357	0.4357	
0.9878	-0.0	-0.0	-0.1557	
0.4579	0.5388	-0.4579	0.5388	
0.882	-0.0	-0.0	0.4712	
0.2905	-0.2905	0.6447	-0.6447	
0.707	0.0117	0.707	-0.0117	
0.2105	0.2105	0.675	0.675	
0.208	0.6758	-0.208	0.6758	
0.4336	-0.0	-0.0	0.9011	
0.7053	-0.7053	0.0511	-0.0511	
0.6998	-0.1016	-0.6998	-0.1016	
0.3246	0.3246	-0.6282	-0.6282	
0.0	-0.9962	-0.087	-0.0	
0.546	0.0	0.0	0.8378	
0.0223	-0.7068	0.0223	0.7068	
0.5348	-0.5348	-0.4626	0.4626	
0.7071	0.7071	-0.0087	-0.0087	
0.6993	0.6993	0.1047	0.1047	
