0.254	0.0	0.0	0.9672	
0.4779	0.0	0.0	-0.8784	
0.4843	-0.0	0.0	-0.8749	
0.1528	-0.0	0.0	0.9883	
0.6739	0.6739	-0.2141	-0.2141	
0.988	-0.0	-0.0	0.1546	
0.0	-0.8646	0.5024	0.0	
0.0	-0.8307	-0.5567	-0.0	
0.8802	0.0	0.0	-0.4746	
0.0	-0.5814	-0.8136	0.0	
0.0	0.9893	0.1456	0.0	
0.6471	0.0	-0.0	-0.7624	
0.0	0.9128	-0.4084	-0.0	
0.4316	0.0	0.0	0.9021	
0.368	-0.0	0.0	-0.9298	
0.0	-0.5539	0.8326	-0.0	
0.1421	-0.0	-0.0	-0.9899	
0.6583	0.0	-0.0	-0.7528	
0.0	0.5931	-0.8051	0.0	
0.0	0.7938	0.6082	-0.0	
0.0	-0.205	-0.9788	-0.0	
0.2702	-0.0	-0.0	0.9628	
0.0	0.4852	0.8744	0.0	
0.6854	-0.0	-0.0	-0.7282	
0.7451	-0.0	-0.0	0.6669	
0.46	-0.4228	0.5284	-0.5748	
0.2732	-0.0	0.0	-0.9619	
0.8597	0.0	-0.0	-0.5108	
0.3424	0.0878	0.0643	0.9332	
0.9036	-0.0	0.0	-0.4283	
0.0	0.9733	-0.2294	0.0	
0.7809	0.0	-0.0	-0.6246	
0.9434	0.0	-0.0	-0.3316	
0.8969	-0.0	-0.0	0.4423	
0.0	0.9142	0.4052	0.0	
0.0	0.3197	-0.9475	-0.0	
0.8853	0.0	-0.0	0.4651	
0.9479	-0.0	-0.0	0.3184	
0.6234	-0.0	0.0	-0.7819	
0.9056	0.0	0.0	0.424	
0.0	-0.7628	0.6466	-0.0	
0.0	-0.0106	-0.9999	0.0	
0.865	0.0	0.0	0.5018	
0.4411	0.0	-0.0	-0.8975	
0.0	0.1391	-0.9903	-0.0	
0.7183	-0.085	0.6685	-0.1727	
0.5744	-0.0152	0.0288	-0.8179	
0.0	-0.8729	0.4879	-0.0	
0.2034	-0.0	-0.0	-0.9791	
0.0	-0.1157	-0.9933	0.0	
0.0	-0.9462	0.3234	-0.0	
0.8528	-0.0	0.0	-0.5222	
0.0	0.8727	0.4883	0.0	
0.6886	-0.1607	-0.6886	-0.1607	
0.9846	0.0	-0.0	-0.1746	
0.8949	0.0	-0.0	-0.4462	
0.526	0.526	0.4726	0.4726	
0.0	0.9597	0.2809	0.0	
0.0	-0.2694	-0.963	-0.0	
0.0	0.7853	-0.6192	-0.0	
0.1773	-0.0	-0.0	-0.9842	
0.1542	-0.0	-0.0	0.988	
0.0	-0.3084	0.9513	0.0	
0.0	-0.5496	-0.8355	0.0	
0.6864	-0.1736	-0.6844	-0.1742	
0.0	-0.511	-0.8596	0.0	
0.0877	0.0	0.0	0.9961	
0.5496	0.5496	0.4448	0.4448	
0.0	0.0385	0.9993	0.0	
0.9805	0.0	0.0	0.1967	
0.4956	-0.0	-0.0	-0.8685	
0.0058	0.9854	-0.1665	0.0341	
0.1108	0.0	-0.0	-0.9938	
0.0	0.986	0.1666	0.0	
0.0	-0.6388	0.7694	-0.0	
0.0	0.9998	-0.019	-0.0	
0.0	0.6539	-0.7566	-0.0	
0.0	0.7079	-0.7063	-0.0	
0.4777	0.0	-0.0	0.8785	
0.9866	0.0	-0.0	-0.1632	
0.8795	0.0	0.0	0.476	
