0.7024	-0.6231	0.3343	0.0811	
0.1391	-0.5099	-0.4899	0.6933	
0.3012	-0.6124	-0.3535	0.6398	
0.0875	-0.7017	-0.0875	-0.7017	
0.6018	0.3713	-0.6018	0.3713	
0.7009	0.0938	-0.7009	0.0938	
0.0165	0.7069	-0.0165	0.7069	
0.3385	0.0764	0.703	-0.6208	
0.6268	-0.7015	0.0889	0.3273	
0.7055	0.7055	-0.0473	-0.0473	
0.4048	0.4048	0.5797	0.5797	
0.0	-0.8487	0.5288	-0.0	
0.2088	0.2141	0.6739	-0.6756	
0.6236	-0.7023	0.0821	0.3334	
0.3854	0.0219	0.7068	-0.5929	
0.6131	-0.7045	0.0606	0.3523	
0.2193	-0.5637	-0.4268	0.6722	
0.4704	-0.6876	-0.1651	0.528	
0.6475	-0.3694	0.6029	-0.2843	
0.3904	0.0159	0.7069	-0.5896	
0.6177	-0.3107	0.6352	-0.3442	
0.9977	-0.0	0.0	0.0673	
0.6716	-0.6778	0.2016	0.2213	
0.0	-0.8392	-0.5438	-0.0	
0.0461	0.0461	0.7056	0.7056	
0.6413	-0.6966	0.1214	0.2979	
0.6962	-0.5013	0.4987	-0.1234	
0.0	0.7989	0.6015	-0.0	
0.1431	0.1431	-0.6925	-0.6925	
0.2276	0.1952	0.6796	-0.6695	
0.0	0.911	-0.4124	0.0	
0.3616	-0.6437	-0.2926	0.6077	
0.5813	0.5813	0.4026	0.4026	
0.105	0.3128	0.6341	-0.6993	
0.0	-0.9943	-0.1065	0.0	
0.4189	0.4189	0.5696	0.5696	
0.5567	0.5567	0.436	0.436	
0.5226	0.5226	-0.4764	-0.4764	
0.3521	0.0608	0.7045	-0.6132	
0.8609	-0.0	0.0	-0.5087	
0.5775	-0.408	-0.5775	-0.408	
0.6014	-0.2525	0.6439	-0.4001	
0.2286	0.6691	-0.2286	0.6691	
0.5621	-0.7064	-0.0315	0.4291	
0.0	-0.7475	-0.6642	0.0	
0.6756	-0.6739	0.2141	0.2088	
0.0869	-0.4718	-0.5267	0.7018	
0.4836	-0.1027	0.6996	-0.5159	
0.5745	0.5745	-0.4123	-0.4123	
0.1421	0.2787	0.6499	-0.6927	
