
90.0	-0.0	176.6697

0.0	-180.0	-66.8261

-9.1598	90.0	0.0

90.0	-0.0	-26.3413

90.0	-0.0	-60.4896

-90.0	-0.0	73.4036

180.0	-0.0	69.2123

8.6475	-90.0	0.0

90.0	-0.0	-12.2698

90.0	-0.0	87.5703

-0.0	0.0	-148.5388

0.0	0.0	-163.5925

90.0	-0.0	-20.6135

-90.0	-0.0	107.4946

0.0	180.0	14.2053

90.0	-0.0	46.3057

-0.0	180.0	-23.8278

95.1917	90.0	0.0

90.0	-0.0	125.7518

0.0	0.0	-108.3877

-0.0	0.0	72.5796

39.3647	-90.0	0.0

180.0	-0.0	22.8923

-90.0	-0.0	74.7991

15.6342	-90.0	0.0

150.4164	90.0	0.0

89.5922	90.0	0.0

90.0	-0.0	155.8158

-44.0076	-90.0	0.0

0.0	-180.0	40.8954

37.94	90.0	0.0

-180.0	-0.0	55.5537

0.0	-0.0	-149.9985

-55.9978	90.0	0.0

-90.0	-0.0	30.0313

90.0	-0.0	103.1525

-90.0	-0.0	160.4332

180.0	-0.0	61.6207

0.0	180.0	86.5081

-0.0	0.0	146.5745

1.2245	3.2476	-128.407

0.0	0.0	-154.4712

90.0	-0.0	76.0806

-0.0	-0.0	-17.9149

99.2733	-90.0	0.0

-0.0	-0.0	56.2263

-90.0	-0.0	-131.4897

1.8966	90.0	0.0

90.0	-0.0	145.3617

145.7818	-90.0	0.0

-0.0	-0.0	128.6109

-90.0	-0.0	-8.2942

-16.5263	-90.0	0.0

90.0	-0.0	-125.3491

-180.0	-0.0	9.9876

0.0	-0.0	113.8078

-176.3818	90.0	0.0

-90.0	-0.0	81.7274

90.0	-0.0	-1.4131

90.0	-0.0	17.0264

-90.0	-0.0	160.2324

88.9774	90.0	0.0

-180.0	0.0	40.3798

0.0	0.0	18.6298

-0.0	-180.0	42.9978

-0.0	0.0	25.24

-0.0	180.0	19.4071

45.4035	90.0	0.0

90.0	-0.0	163.4303

-60.2221	90.0	0.0

85.2769	90.0	0.0

71.8133	-90.0	0.0

-37.6937	90.0	0.0

16.3082	90.0	0.0

-167.7142	90.0	0.0

0.0	0.0	-120.364

-21.4037	-90.0	0.0

0.0	-0.0	16.3528

0.0	-0.0	-30.702

-50.293	90.0	0.0

16.8665	90.0	0.0

-107.0667	-90.0	0.0

-90.0	-0.0	45.9202

0.0	0.0	122.135

99.1738	-90.0	0.0

-90.0	0.0	-179.3665

90.0	-0.0	-168.4125

-34.2091	-90.0	0.0

90.0	-0.0	130.0914

0.0	180.0	-12.3671

90.0	-0.0	116.0121

144.4935	90.0	0.0

92.7512	90.0	0.0

0.0	0.0	-97.2603

-79.0576	90.0	0.0

180.0	-0.0	-71.0318

-0.0	-0.0	26.7895

90.0	0.0	179.9693

-90.0	-0.0	-23.9354

10.7589	90.0	0.0

90.0	-0.0	-165.0731

-0.0	0.0	-153.7994

-90.0	-0.0	-136.4873

-90.0	-0.0	167.9842

-0.0	-0.0	-63.4891

0.0	0.0	154.9265

-90.1649	90.0	0.0

90.0	-0.0	95.5286

180.0	0.0	-12.1123

-90.0	-0.0	-169.3266

9.3713	-90.0	0.0

90.0	-0.0	-28.0114

90.0	-0.0	-155.8746

-0.0	-180.0	-37.5664

90.0	-0.0	-50.9

-32.7414	-90.0	0.0

-90.0	-0.0	8.5499

-0.0	180.0	25.3557

71.387	-90.0	0.0

-11.8782	90.0	0.0

0.0	-0.0	59.1167

-0.0	-0.0	2.9846

-0.0	0.0	-143.8313

0.0	-0.0	-10.4143

12.9302	-90.0	0.0

0.0	0.0	-70.9239

-180.0	0.0	52.0783

-55.1316	90.0	0.0

-90.1167	-90.0	0.0

-3.2971	-90.0	0.0

-0.0	-180.0	-34.5906

-180.0	-0.0	68.1462

-63.1805	90.0	0.0

-90.0	0.0	171.1401

-0.0	-180.0	45.348

-50.4056	90.0	0.0

131.2005	-90.0	0.0

-0.0	-0.0	-63.2583

90.0	-0.0	-71.4206

78.9952	-90.0	0.0

-90.0	-0.0	58.1846

180.0	0.0	21.3705

-96.3534	90.0	0.0

-8.7284	90.0	0.0

-90.0	-0.0	134.2501

0.0	180.0	-14.8697

90.0	-0.0	115.2401

-180.0	0.0	-43.4886

90.0	-0.0	-0.7003

-79.4292	90.0	0.0

90.1338	90.0	0.0

0.0	-0.0	21.3816

-90.0	-0.0	113.6313

-0.0	-0.0	176.7951

-0.0	0.0	-121.8788

-90.0	-0.0	-123.0307

90.0	-0.0	142.4495

0.0	-180.0	86.9306

90.0	-0.0	-89.9397

162.7902	-90.0	0.0

-0.0	180.0	-10.2476

-90.0	-0.0	51.3906

-0.0	-0.0	45.4714

-90.0	-0.0	-154.7899

-90.0	-0.0	-116.3639

-90.0	-0.0	115.706

180.0	-0.0	70.6483

-52.1108	90.0	0.0

-0.0	-0.0	75.3046

-0.0	0.0	-87.6187

90.0	-0.0	-153.6838

77.3172	-90.0	0.0

-90.0	-0.0	-6.55

90.0	-0.0	-41.7946

-99.2792	-90.0	0.0

-0.0	180.0	-61.76

-0.0	0.0	66.6341

90.0	-0.0	164.7191

90.0	-0.0	57.441

-180.0	-0.0	53.8973

-180.0	0.0	-2.9643

-90.0	-0.0	-66.9585

-90.0	-0.0	-169.1665

-15.005	-90.0	0.0

90.0	0.0	-2.8936

83.417	-90.0	0.0

-90.0	-0.0	-73.9029

-180.0	0.0	69.892

-90.0	-0.0	104.9349

-179.2412	-90.0	0.0

0.678	90.0	0.0

0.0	-0.0	155.7114

-156.3848	90.0	0.0

109.9157	-90.0	0.0

-90.0	-0.0	-0.3141

-135.9723	-90.0	0.0

180.0	-0.0	68.9713

90.0	-0.0	91.403

-90.0	-0.0	-92.792

90.0	0.0	2.3763

180.0	0.0	24.8172

-90.0	-0.0	6.0522

0.0	-180.0	-30.3544

-19.5228	-90.0	0.0

-90.0	-0.0	142.6307

-90.0	-0.0	151.3291

-90.0	-0.0	-123.8961

-90.0	-0.0	144.2293

-125.01	-90.0	0.0

-90.0	0.0	147.814

167.48	90.0	0.0

43.117	90.0	0.0

180.0	-0.0	-56.1527

-48.4213	-90.0	0.0

0.0	180.0	-74.2736

90.0	-0.0	110.7997

-90.0	-0.0	155.0664

-90.0	-0.0	94.3997

90.0	-0.0	59.9475
