
12.0662	49.615	2.1651

23.2313	-2.4561	2.1651

28.4299	28.4315	2.1651

-9.9315	3.298	2.1651

-4.3135	-55.4131	10.5408

-8.5116	51.2711	2.1651

-12.5062	18.3826	4.9151

22.2698	-10.3213	4.9171

6.6327	33.5209	2.1651

-8.4979	40.5304	4.9151

-4.2804	57.9939	4.9151

11.3296	43.3493	2.1651

-22.6905	-11.317	4.9151

5.1431	74.7512	2.1651

12.8126	-25.8309	2.1651

4.0485	-35.0305	4.9151

-8.6684	16.4241	2.1651

27.6416	-45.516	2.1651

-33.5373	-16.0666	4.9151

-5.9254	-0.6878	4.9151

-0.7493	4.6993	4.9151

-13.2927	-19.3918	2.1651

2.5031	53.0664	4.9151

-6.0708	-25.7157	2.1651

-12.9179	42.6781	2.1651

-10.4618	-17.1808	10.6388

-29.0969	15.009	2.1651

0.9126	-15.513	2.1651

-12.664	-41.0469	5.2167

1.6402	-34.5578	2.1651

-37.031	3.6621	4.9151

19.7464	-27.1396	2.1651

32.6551	-4.4051	2.1651

-9.3481	-53.9802	2.1651

21.7791	12.2153	4.9151

-2.5982	-18.7866	4.9151

22.6329	-24.8385	2.1651

21.2443	-36.4295	2.1651

-1.9309	-20.3009	2.1651

1.4883	35.2641	2.1651

25.3854	4.0433	4.9151

-15.9583	-9.806	4.9151

-9.0837	-26.6441	2.1651

11.4439	-6.2038	2.1651

84.4408	3.9691	4.9151

11.1123	-32.6818	32.0063

-8.0345	14.7903	3.1325

1.0282	55.0761	4.9151

27.7157	-27.6307	2.1651

-14.4037	-39.2655	4.9151

22.3274	-20.5273	4.9151

-25.5562	-52.3191	2.1651

19.2441	-18.135	4.9151

-3.5908	21.6032	11.3744

-28.5585	-40.2548	2.1651

7.6248	53.514	2.1651

26.7669	26.7139	10.5408

-14.4804	42.2039	4.9151

-8.8059	-15.7911	4.9151

-13.536	-42.6261	4.9151

-8.252	33.994	2.1651

-19.8245	-10.7591	2.1651

4.2794	-53.1734	4.9151

23.8095	-11.9633	4.9151

-21.6138	30.0685	11.3789

-4.637	47.5895	4.9151

38.3404	-23.6739	2.1651

-13.6329	-13.1355	10.5408

-15.0822	-26.1573	4.9151

-7.6839	12.745	2.1651

0.1929	-37.0551	2.1651

40.3592	-27.6829	5.6519

-13.121	-31.4223	2.1651

36.2509	21.6481	4.9151

-46.0181	6.6421	4.9151

-16.8947	-29.5772	4.9151

14.0751	61.3011	4.9151

28.8723	-25.0882	4.9151

20.4689	75.1639	2.1651

-11.1947	-34.5468	2.1651

24.411	4.6081	2.1651

9.0301	16.3812	2.1651

6.2898	-15.8193	10.5408

1.7896	3.8834	2.1651

4.5709	41.5067	4.9151

-3.1523	31.5329	2.1651

-16.4919	-29.29	4.9151

19.4019	26.9989	4.9151

17.5989	-16.0563	2.1651

-9.1468	-24.4868	4.366

15.1827	50.068	2.1651

22.4045	-8.2114	4.9151

-0.1088	-35.2415	4.9151

23.4197	-4.4364	11.3803

-6.9813	31.3698	4.5141

-46.1808	0.325	2.1651

16.769	30.9998	2.1651

-37.1444	-5.4983	2.1651

22.9894	-27.8322	2.1651

15.737	4.8286	2.1651

20.8089	-54.1121	2.1651

37.7419	-31.5602	2.1651

-30.2482	-11.2061	2.1651

-15.0746	-74.6184	2.1651

-7.1403	23.0316	2.1651

5.4924	32.7706	4.9151

-1.8042	3.661	4.9151

6.7948	-46.7749	2.1651

23.8814	-36.3725	2.1651

-11.2474	36.2489	2.1651

-17.9165	-15.5408	2.1651

-14.0478	47.0085	2.1651

45.9343	13.9627	4.9151

17.3348	34.9892	2.1651

33.7882	-15.79	4.9151

-0.03	-38.1485	4.9151

-19.4112	-34.9608	4.9151

7.6353	20.756	2.1651

-35.0211	-23.4389	4.3673

-13.1493	57.489	2.1651

12.763	-49.8873	10.5408

8.8613	50.0481	4.9151

-8.33	27.5505	4.2219

1.1069	71.9195	4.9151

11.3457	-1.9824	4.9151

28.0986	4.432	4.9151

-8.0341	-62.6532	4.9151

8.8689	-60.6299	2.1651

1.1681	-59.5466	2.1651

17.8902	-40.2846	4.9151

-14.8288	-0.5276	2.1651

-16.3589	-2.4736	11.4036

30.5952	12.7339	4.9151

1.9171	-8.2385	2.1651

23.2462	6.5763	4.9151

26.7396	-11.9368	2.1651

32.771	-8.3334	2.1651

0.6836	-46.7119	2.1651

8.8516	12.5481	4.9151

31.3961	-17.5619	2.1651

-3.8927	-62.4068	4.9151

3.2705	-11.63	11.4471

39.3585	13.8507	4.9151

6.1644	-9.1193	2.1651

1.75	-13.6892	2.1651

-17.8493	-14.6499	2.1651

