0.6408	0.6408	-0.299	-0.299	
0.3633	0.3633	-0.6066	-0.6066	
0.6044	0.6044	0.367	0.367	
0.3304	-0.3304	0.6252	-0.6252	
0.4596	-0.4596	0.5374	-0.5374	
0.5383	0.5383	0.4585	0.4585	
0.1163	0.6975	0.1163	-0.6975	
0.6953	-0.6953	0.1285	-0.1285	
0.1025	0.1025	0.6996	0.6996	
0.6999	0.6999	-0.1004	-0.1004	
0.6496	-0.6496	-0.2794	0.2794	
0.4024	0.4024	-0.5815	-0.5815	
0.3488	0.3488	-0.6151	-0.6151	
0.2315	-0.2315	-0.6682	0.6682	
0.7043	0.7043	0.0633	0.0633	
0.1824	-0.1824	0.6832	-0.6832	
0.1065	-0.8848	0.3797	0.2482	
0.3537	0.3537	-0.6123	-0.6123	
0.1566	0.2094	0.034	-0.9646	
0.6762	-0.6762	0.2067	-0.2067	
0.477	0.477	-0.522	-0.522	
0.1066	-0.8847	0.38	0.2482	
0.6347	0.6347	0.3118	0.3118	
0.2664	0.2664	0.655	0.655	
0.1558	0.1558	-0.6897	-0.6897	
0.6897	-0.6897	0.156	-0.156	
0.3212	0.3212	-0.6299	-0.6299	
0.5326	0.5326	0.4651	0.4651	
0.4236	0.4236	0.5662	0.5662	
0.2425	-0.6642	-0.2425	-0.6642	
0.5007	-0.5007	0.4993	-0.4993	
0.0195	0.0195	-0.7068	-0.7068	
0.4818	-0.4818	0.5175	-0.5175	
0.2707	-0.2707	-0.6532	0.6532	
0.3544	0.3544	-0.6119	-0.6119	
0.0223	0.0223	0.7068	0.7068	
0.3911	0.3911	-0.5891	-0.5891	
0.1074	0.1074	-0.6989	-0.6989	
0.2345	-0.4779	0.8358	0.1341	
0.6467	0.6467	-0.2861	-0.2861	
0.6692	0.6692	0.2285	0.2285	
0.5913	0.5913	0.3877	0.3877	
0.6709	-0.6709	-0.2233	0.2233	
0.1173	-0.1173	0.6973	-0.6973	
0.6111	0.6111	0.3557	0.3557	
0.7054	-0.7054	-0.0494	0.0494	
